filename,tSNE_1,tSNE_2,Class,Perplexity
000000011525.jpg,-61.888416,-4.931905,airplane,10
000000011569.jpg,-6.378611,-33.396626,vehicle,10
000000011696.jpg,-4.6201487,-21.621483,dog,10
000000012109.jpg,4.456896,-29.347515,vehicle,10
000000012145.jpg,15.245388,-16.291756,vehicle,10
000000012183.jpg,-37.314438,2.4240885,airplane,10
000000012230.jpg,10.052889,-27.25381,vehicle,10
000000012443.jpg,12.325876,27.372736,cat,10
000000012818.jpg,-1.1576998,23.827433,vehicle,10
000000012891.jpg,-17.070124,-47.180607,vehicle,10
000000012946.jpg,-7.916122,-38.282204,vehicle,10
000000013000.jpg,-33.537083,-7.49782,airplane,10
000000013296.jpg,-2.0944278,25.233257,vehicle,10
000000013489.jpg,13.721054,-11.171029,vehicle,10
000000013678.jpg,17.86528,-4.863038,cat,10
000000013965.jpg,-39.30305,-37.893368,vehicle,10
000000014278.jpg,36.189728,39.137363,vehicle,10
000000014707.jpg,-47.346367,13.3079195,airplane,10
000000014757.jpg,11.765276,24.553389,vehicle,10
000000014766.jpg,48.843567,32.322086,cat,10
000000015273.jpg,3.574062,27.233322,vehicle,10
000000015356.jpg,42.82277,11.002222,vehicle,10
000000015610.jpg,-45.76707,-20.391241,vehicle,10
000000016039.jpg,4.693765,-33.92801,vehicle,10
000000016060.jpg,28.784754,-18.293669,vehicle,10
000000016241.jpg,-26.8849,5.217432,airplane,10
000000016285.jpg,11.427033,20.612696,vehicle,10
000000016764.jpg,45.263664,4.870778,dog,10
000000016784.jpg,-8.246317,-22.454338,airplane,10
000000017438.jpg,50.05465,32.81937,cat,10
000000017923.jpg,-12.272112,11.58021,dog,10
000000017975.jpg,-34.5604,-22.969618,airplane,10
000000018158.jpg,49.540047,10.308913,vehicle,10
000000018366.jpg,-13.019148,-48.533535,vehicle,10
000000018394.jpg,41.534542,0.8141276,cat,10
000000018601.jpg,10.352247,-28.322111,airplane,10
000000018893.jpg,-8.148566,-2.3098512,cat,10
000000019193.jpg,-0.71210086,-31.133667,vehicle,10
000000019413.jpg,-23.166973,-17.899885,vehicle,10
000000019496.jpg,-20.48076,-25.301214,vehicle,10
000000019675.jpg,34.225067,43.25466,cat,10
000000019923.jpg,-36.085358,-43.15234,vehicle,10
000000020207.jpg,-23.50047,23.472536,cat,10
000000020613.jpg,-15.881414,-17.279896,vehicle,10
000000020979.jpg,13.786615,-11.37238,vehicle,10
000000021571.jpg,33.482803,-31.835106,vehicle,10
000000021647.jpg,42.665005,34.448727,vehicle,10
000000021926.jpg,41.88809,33.33053,airplane,10
000000022427.jpg,25.994062,43.291256,dog,10
000000022440.jpg,-19.63615,-44.642784,vehicle,10
000000022451.jpg,45.06502,38.929497,dog,10
000000022796.jpg,9.754507,29.503822,dog,10
000000022797.jpg,-39.242744,-1.1583182,airplane,10
000000022962.jpg,26.516335,-33.81312,cat,10
000000023100.jpg,14.704352,20.53396,cat,10
000000023429.jpg,-17.800964,-41.589005,vehicle,10
000000024042.jpg,-12.600013,-33.18428,vehicle,10
000000024247.jpg,26.315514,2.1270185,dog,10
000000024522.jpg,18.425312,-27.706665,vehicle,10
000000024600.jpg,2.8922498,-32.48911,vehicle,10
000000024664.jpg,-18.030146,22.169567,dog,10
000000024790.jpg,-52.79058,-25.739784,airplane,10
000000025566.jpg,25.732498,9.2373495,airplane,10
000000025833.jpg,-34.442596,-48.065884,vehicle,10
000000026078.jpg,-5.413579,-37.31677,vehicle,10
000000026209.jpg,39.974327,19.51632,vehicle,10
000000026319.jpg,30.353159,33.272728,vehicle,10
000000026409.jpg,-34.800007,-36.23025,vehicle,10
000000026436.jpg,-49.956097,-22.175549,airplane,10
000000027763.jpg,-0.11744566,-39.31058,dog,10
000000027975.jpg,5.448708,13.031872,vehicle,10
000000029197.jpg,-18.364582,24.301018,airplane,10
000000029639.jpg,36.596836,10.931938,vehicle,10
000000030408.jpg,25.315578,-27.391369,vehicle,10
000000030713.jpg,-34.021362,-24.845234,airplane,10
000000031345.jpg,40.73573,36.33785,cat,10
000000031748.jpg,-19.20381,-46.155334,vehicle,10
000000031893.jpg,35.613907,15.117872,cat,10
000000032093.jpg,-16.03454,34.555695,airplane,10
000000032586.jpg,-14.540755,32.32972,cat,10
000000032678.jpg,4.329098,-12.289265,airplane,10
000000032773.jpg,-42.736927,-28.236088,vehicle,10
000000032985.jpg,36.210712,39.638123,vehicle,10
000000033008.jpg,48.628853,30.288982,cat,10
000000033687.jpg,-4.7151804,-1.2017366,vehicle,10
000000033698.jpg,7.6050415,-22.448696,vehicle,10
000000033900.jpg,-15.827,34.557274,dog,10
000000034321.jpg,26.5725,49.726517,dog,10
000000034884.jpg,-35.307217,14.388022,vehicle,10
000000035891.jpg,-1.4438744,-6.4955916,vehicle,10
000000035897.jpg,2.8386867,-31.468237,vehicle,10
000000036029.jpg,13.937965,-16.856842,vehicle,10
000000036326.jpg,28.653893,18.337366,vehicle,10
000000036492.jpg,-24.029753,-33.693153,airplane,10
000000036783.jpg,24.39164,39.73762,airplane,10
000000036950.jpg,-26.482697,-29.219007,vehicle,10
000000037478.jpg,-39.425224,-10.450174,airplane,10
000000037864.jpg,-39.299164,-38.922394,vehicle,10
000000038357.jpg,-21.726078,-20.168196,vehicle,10
000000038417.jpg,12.160552,-14.82819,vehicle,10
000000038438.jpg,24.751326,17.311874,cat,10
000000038465.jpg,50.39556,34.83103,vehicle,10
000000038558.jpg,-4.9568686,-31.01748,vehicle,10
000000038769.jpg,15.97315,-48.158566,cat,10
000000038905.jpg,-61.34508,-9.969405,vehicle,10
000000039716.jpg,22.373806,21.968771,cat,10
000000039779.jpg,49.2228,40.999043,vehicle,10
000000039811.jpg,-8.451921,-37.359333,vehicle,10
000000040094.jpg,2.8960128,11.896068,cat,10
000000040348.jpg,-1.3753726,-8.823896,cat,10
000000040419.jpg,40.907776,1.0381564,cat,10
000000040485.jpg,-24.08251,-32.767532,airplane,10
000000040620.jpg,-26.099161,-34.261044,vehicle,10
000000040685.jpg,-1.494096,1.4916078,cat,10
000000040931.jpg,39.283306,27.876047,cat,10
000000041276.jpg,-52.203285,11.863763,airplane,10
000000041342.jpg,20.295366,-3.7464063,vehicle,10
000000041392.jpg,-14.16114,-2.6519802,dog,10
000000041453.jpg,23.698677,-29.167599,vehicle,10
000000041606.jpg,-23.943989,-30.14134,vehicle,10
000000041808.jpg,-36.91775,-34.035954,airplane,10
000000042008.jpg,15.822615,-33.025932,vehicle,10
000000042085.jpg,26.768768,11.122395,airplane,10
000000042156.jpg,-5.737777,-35.526913,vehicle,10
000000042408.jpg,-6.789547,-48.71883,vehicle,10
000000042529.jpg,-36.438133,-42.76583,vehicle,10
000000042682.jpg,36.933506,22.72359,vehicle,10
000000042919.jpg,-15.340825,-24.76437,vehicle,10
000000042968.jpg,-27.634901,1.2235793,airplane,10
000000043291.jpg,-49.803402,-10.865129,cat,10
000000043678.jpg,-44.963867,15.5518875,airplane,10
000000044022.jpg,16.981081,-32.156387,cat,10
000000044776.jpg,-59.57121,-4.4506893,dog,10
000000045071.jpg,22.046566,24.710587,cat,10
000000045176.jpg,-11.322489,25.594517,dog,10
000000045188.jpg,24.50567,-2.6918986,vehicle,10
000000045434.jpg,30.644686,11.011903,vehicle,10
000000045586.jpg,21.571499,38.098907,dog,10
000000045771.jpg,-2.1514025,34.502937,cat,10
000000045882.jpg,5.6360927,-47.381687,cat,10
000000046090.jpg,26.717268,-2.635093,cat,10
000000046608.jpg,-41.61292,14.528784,airplane,10
000000046877.jpg,-13.235463,28.703722,dog,10
000000046905.jpg,24.776716,29.611496,cat,10
000000047293.jpg,-38.525143,-3.7307923,vehicle,10
000000047407.jpg,10.923577,-29.305527,vehicle,10
000000047631.jpg,-48.17438,-37.82801,vehicle,10
000000047877.jpg,27.924486,14.0499115,cat,10
000000048130.jpg,5.999606,29.164072,vehicle,10
000000049062.jpg,-9.716008,24.42212,cat,10
000000049092.jpg,9.548724,-17.311214,vehicle,10
000000049268.jpg,5.782252,-39.984097,vehicle,10
000000049640.jpg,45.738773,7.4242296,vehicle,10
000000049814.jpg,18.07585,37.416336,dog,10
000000050366.jpg,-0.5058485,26.006168,vehicle,10
000000050752.jpg,-23.122314,-18.314507,vehicle,10
000000050786.jpg,-1.2361544,23.872011,vehicle,10
000000051322.jpg,10.568158,-1.6813494,vehicle,10
000000051495.jpg,-42.603558,-0.71951294,airplane,10
000000051908.jpg,-60.65261,-11.389876,dog,10
000000051985.jpg,2.3094587,30.92146,vehicle,10
000000051990.jpg,-28.611784,-34.131763,vehicle,10
000000052388.jpg,53.64604,20.840725,vehicle,10
000000052760.jpg,-12.087395,15.488849,cat,10
000000053022.jpg,23.611431,37.82709,dog,10
000000053111.jpg,-1.9554275,13.4129925,airplane,10
000000053406.jpg,-21.449461,-23.476568,vehicle,10
000000054086.jpg,-13.404531,-19.77631,vehicle,10
000000054340.jpg,-4.2703733,20.256647,cat,10
000000055466.jpg,33.83178,9.522948,cat,10
000000055478.jpg,9.8107,16.73145,dog,10
000000055607.jpg,20.250425,42.22457,cat,10
000000055630.jpg,34.97888,-5.1176615,cat,10
000000056065.jpg,-15.788342,-16.519007,airplane,10
000000056132.jpg,-49.464638,-24.691437,vehicle,10
000000056302.jpg,14.306447,-18.638533,vehicle,10
000000056641.jpg,-5.695831,-37.7703,vehicle,10
000000056664.jpg,0.5951342,-5.586995,vehicle,10
000000057088.jpg,-20.23374,-16.872274,vehicle,10
000000057362.jpg,-53.305645,-22.90266,dog,10
000000057429.jpg,-39.691555,12.779165,airplane,10
000000057801.jpg,3.9862325,-4.69016,vehicle,10
000000057814.jpg,35.87354,27.221033,dog,10
000000057879.jpg,13.721704,-20.906315,vehicle,10
000000058283.jpg,-46.232033,-35.90613,vehicle,10
000000058524.jpg,25.942343,28.130718,dog,10
000000058987.jpg,-30.028553,-23.050604,vehicle,10
000000059170.jpg,28.952408,25.062378,vehicle,10
000000059328.jpg,-30.371836,7.2712154,vehicle,10
000000059892.jpg,-19.827456,6.785676,vehicle,10
000000059968.jpg,-45.3754,-19.980103,airplane,10
000000060433.jpg,-6.71632,-12.796659,vehicle,10
000000060953.jpg,-49.802135,-0.70561594,airplane,10
000000061181.jpg,29.450928,45.819485,vehicle,10
000000061206.jpg,-1.985986,-49.72303,vehicle,10
000000061207.jpg,-27.454908,-31.44558,airplane,10
000000061403.jpg,10.804466,-45.15917,cat,10
000000061729.jpg,43.02997,9.442154,vehicle,10
000000061819.jpg,-29.283249,-37.801014,airplane,10
000000061837.jpg,-20.023615,15.465549,dog,10
000000062057.jpg,4.3877053,-11.415488,vehicle,10
000000062387.jpg,38.755806,38.308815,vehicle,10
000000062477.jpg,32.64288,-21.00809,vehicle,10
000000062741.jpg,-17.572575,23.660816,airplane,10
000000062815.jpg,15.285276,-36.986645,vehicle,10
000000062850.jpg,2.8262374,-45.40582,cat,10
000000062941.jpg,-46.533245,8.535628,airplane,10
000000062942.jpg,5.8705416,-43.601566,airplane,10
000000064317.jpg,-16.00251,-19.435411,airplane,10
000000066014.jpg,-22.16225,-35.809322,airplane,10
000000066067.jpg,-29.797005,-36.170715,vehicle,10
000000066255.jpg,-47.356598,2.8568232,airplane,10
000000066858.jpg,-48.924007,20.52429,airplane,10
000000066976.jpg,-38.822956,-5.196676,dog,10
000000067164.jpg,29.382843,17.849842,cat,10
000000067178.jpg,-24.7214,16.48195,vehicle,10
000000067256.jpg,-45.17223,-33.315998,vehicle,10
000000067439.jpg,6.5372353,-20.029255,vehicle,10
000000067577.jpg,25.48892,1.0233613,dog,10
000000067608.jpg,-17.779472,23.931295,airplane,10
000000067768.jpg,3.0181463,24.944012,vehicle,10
000000067995.jpg,49.02546,33.409184,cat,10
000000068231.jpg,-16.794374,-3.6960514,airplane,10
000000068717.jpg,17.561409,9.583652,cat,10
000000068912.jpg,27.157492,-25.723461,vehicle,10
000000069978.jpg,17.280304,-12.732916,vehicle,10
000000070353.jpg,-21.881767,-52.42462,cat,10
000000070441.jpg,30.645292,5.779461,dog,10
000000071345.jpg,16.300423,38.225964,vehicle,10
000000071499.jpg,-44.276245,-32.009468,vehicle,10
000000071629.jpg,-45.20631,14.405096,airplane,10
000000072535.jpg,38.00014,34.24004,vehicle,10
000000072600.jpg,-43.42906,16.178677,airplane,10
000000073061.jpg,-14.851757,27.898836,cat,10
000000073192.jpg,7.4100156,-23.444355,vehicle,10
000000073260.jpg,35.91338,6.4312124,dog,10
000000073450.jpg,-5.484291,14.40919,airplane,10
000000073843.jpg,13.872631,-35.32789,vehicle,10
000000073892.jpg,-49.59561,-26.494713,airplane,10
000000073906.jpg,29.944292,-0.64760494,dog,10
000000074179.jpg,-39.047012,-0.6668149,vehicle,10
000000074434.jpg,43.962162,27.962706,airplane,10
000000074825.jpg,44.36548,22.569448,cat,10
000000074913.jpg,-11.357158,16.1003,dog,10
000000075309.jpg,-43.969955,15.985471,airplane,10
000000075423.jpg,27.253344,9.530848,vehicle,10
000000075496.jpg,17.457827,12.463471,vehicle,10
000000075668.jpg,-26.62603,-17.686285,vehicle,10
000000075698.jpg,-14.789307,26.006376,dog,10
000000075927.jpg,-36.246872,-8.997817,airplane,10
000000076268.jpg,7.6935782,23.868984,vehicle,10
000000076619.jpg,48.356728,20.776836,cat,10
000000077160.jpg,31.139702,-9.390544,vehicle,10
000000077355.jpg,-9.759753,11.511948,cat,10
000000077383.jpg,0.19181238,-23.482025,vehicle,10
000000077601.jpg,27.695215,1.597387,airplane,10
000000077689.jpg,-1.3082691,28.213562,vehicle,10
000000077769.jpg,40.678272,6.8583694,dog,10
000000078169.jpg,-51.50211,13.00123,airplane,10
000000078537.jpg,-32.760323,-27.879326,airplane,10
000000078750.jpg,-38.372482,18.685556,airplane,10
000000078825.jpg,-14.412382,-19.427298,airplane,10
000000079357.jpg,31.758638,-19.541485,vehicle,10
000000079955.jpg,4.2230296,23.92762,vehicle,10
000000080090.jpg,8.66198,-38.99743,vehicle,10
000000080441.jpg,-35.723618,-30.981367,vehicle,10
000000081054.jpg,-12.671763,-9.190489,vehicle,10
000000081126.jpg,-13.184529,-3.6286714,airplane,10
000000081287.jpg,45.461845,11.779417,vehicle,10
000000081461.jpg,-42.595703,1.2637174,airplane,10
000000081922.jpg,-50.695473,-9.554587,airplane,10
000000082242.jpg,11.45934,-21.45138,vehicle,10
000000082275.jpg,-46.069313,2.1412418,airplane,10
000000082418.jpg,43.919697,26.850672,cat,10
000000082604.jpg,30.816307,37.012135,dog,10
000000082673.jpg,54.836304,22.130386,vehicle,10
000000082680.jpg,-5.777137,18.72201,dog,10
000000082770.jpg,-18.678,-25.682997,vehicle,10
000000082826.jpg,33.237713,21.59799,dog,10
000000082835.jpg,7.1154504,17.778963,dog,10
000000083090.jpg,-37.68167,-26.395092,airplane,10
000000083770.jpg,-2.1706915,17.107973,vehicle,10
000000083844.jpg,-9.060279,28.90126,vehicle,10
000000083990.jpg,-42.732872,13.224243,airplane,10
000000084291.jpg,47.13802,36.032684,cat,10
000000084567.jpg,-47.442966,16.132036,airplane,10
000000085092.jpg,-19.125378,26.611692,dog,10
000000085225.jpg,39.954067,19.812681,vehicle,10
000000085482.jpg,-26.040762,-29.382475,vehicle,10
000000085933.jpg,0.028664365,-33.33258,cat,10
000000085956.jpg,40.11018,14.825366,vehicle,10
000000086020.jpg,26.409397,17.693558,vehicle,10
000000086168.jpg,33.84961,11.130461,cat,10
000000087232.jpg,2.1543858,41.94155,dog,10
000000087429.jpg,-36.56223,-41.20735,vehicle,10
000000087595.jpg,19.358637,33.028126,cat,10
000000087672.jpg,-46.41877,-26.737804,airplane,10
000000088225.jpg,47.89024,19.351372,vehicle,10
000000088671.jpg,-1.9678346,44.367157,dog,10
000000088789.jpg,31.813612,20.884573,dog,10
000000089430.jpg,28.642738,25.473404,cat,10
000000089555.jpg,-31.346754,-31.575296,cat,10
000000090020.jpg,-9.966674,-30.142866,vehicle,10
000000090331.jpg,15.490433,27.846016,dog,10
000000090367.jpg,-59.017246,-10.426202,dog,10
000000090387.jpg,-60.733368,-8.134174,airplane,10
000000090442.jpg,12.28399,-14.365534,vehicle,10
000000090964.jpg,19.787558,-0.89709723,cat,10
000000091234.jpg,-13.389302,-17.024727,vehicle,10
000000091236.jpg,-44.61735,14.759813,airplane,10
000000091279.jpg,-41.70511,-5.903564,airplane,10
000000091508.jpg,-39.084152,13.8778,airplane,10
000000091841.jpg,-9.489185,-24.89727,vehicle,10
000000092444.jpg,17.980734,22.771751,airplane,10
000000092480.jpg,28.789444,-18.093893,dog,10
000000092801.jpg,21.277536,33.889023,cat,10
000000093000.jpg,10.975681,34.070183,vehicle,10
000000093034.jpg,20.654043,9.822781,dog,10
000000093257.jpg,-12.523145,27.502905,dog,10
000000093279.jpg,-3.6204548,7.1720996,dog,10
000000093476.jpg,7.12035,-10.271775,vehicle,10
000000093816.jpg,-10.79785,-2.1675367,dog,10
000000094097.jpg,-13.0338125,-47.56863,vehicle,10
000000094202.jpg,18.431305,-12.230558,vehicle,10
000000094420.jpg,-0.71368074,36.036083,vehicle,10
000000094444.jpg,-30.805618,-28.79824,cat,10
000000094499.jpg,27.170818,24.290548,dog,10
000000094566.jpg,0.20588078,-34.79857,cat,10
000000094610.jpg,-42.14377,-12.435011,vehicle,10
000000094676.jpg,-46.32806,8.908044,airplane,10
000000095202.jpg,18.124395,36.18489,vehicle,10
000000095243.jpg,10.634475,-14.487695,vehicle,10
000000095266.jpg,-51.384804,-26.470829,vehicle,10
000000095358.jpg,-12.42499,30.992428,airplane,10
000000095506.jpg,4.549633,-40.172623,vehicle,10
000000095561.jpg,-38.795387,-38.831253,airplane,10
000000095592.jpg,7.27614,15.565912,vehicle,10
000000095622.jpg,-37.371994,-26.908445,airplane,10
000000095726.jpg,-29.323915,3.281258,airplane,10
000000095990.jpg,-15.536734,26.899218,airplane,10
000000096076.jpg,-40.501278,-4.94603,airplane,10
000000096154.jpg,-52.59344,15.947442,airplane,10
000000096207.jpg,-43.020306,1.3895253,vehicle,10
000000096211.jpg,-50.245884,18.067347,airplane,10
000000097049.jpg,14.220222,23.617537,vehicle,10
000000097080.jpg,-36.95237,-14.65923,vehicle,10
000000097131.jpg,-8.304348,2.0858297,vehicle,10
000000097503.jpg,-22.675993,-35.801277,airplane,10
000000097754.jpg,-47.956985,21.526783,airplane,10
000000097782.jpg,-2.5439165,31.03896,vehicle,10
000000097790.jpg,-52.86481,-0.06662569,airplane,10
000000098471.jpg,19.55089,13.634352,vehicle,10
000000099063.jpg,-0.9741232,-0.65038824,vehicle,10
000000099066.jpg,-51.738674,13.825311,airplane,10
000000099129.jpg,7.829602,-25.15144,vehicle,10
000000099584.jpg,11.92309,-27.122316,vehicle,10
000000099598.jpg,-46.276375,22.09772,airplane,10
000000100008.jpg,-11.076493,-11.886102,dog,10
000000100588.jpg,40.209217,22.765882,cat,10
000000101053.jpg,-41.99287,-34.369354,vehicle,10
000000101826.jpg,-45.947678,-22.228024,vehicle,10
000000102073.jpg,-31.716167,-34.001873,airplane,10
000000102377.jpg,51.866894,35.847595,vehicle,10
000000103127.jpg,-0.73516977,-30.631342,vehicle,10
000000103361.jpg,-21.599302,-21.04935,vehicle,10
000000103404.jpg,45.513702,31.155163,vehicle,10
000000103877.jpg,19.728191,1.1784824,cat,10
000000103940.jpg,53.329872,29.121632,cat,10
000000104125.jpg,41.523666,20.153587,airplane,10
000000104345.jpg,35.870674,26.0525,airplane,10
000000104380.jpg,-48.725857,14.57641,airplane,10
000000104482.jpg,-9.608637,17.793745,cat,10
000000104510.jpg,45.54092,27.234453,cat,10
000000105465.jpg,23.061968,-29.961575,airplane,10
000000105552.jpg,-16.341839,-20.3125,airplane,10
000000105781.jpg,15.314838,-23.016712,vehicle,10
000000105936.jpg,14.521735,-15.263339,vehicle,10
000000106166.jpg,35.33033,37.18508,vehicle,10
000000106269.jpg,-21.488966,-13.896974,cat,10
000000106335.jpg,12.681141,-40.73955,vehicle,10
000000106525.jpg,-8.957133,-2.8795605,dog,10
000000106586.jpg,22.926003,11.274828,airplane,10
000000107100.jpg,-11.718847,7.634386,cat,10
000000107225.jpg,31.88345,-19.428766,vehicle,10
000000107244.jpg,15.478066,-37.16644,vehicle,10
000000107386.jpg,-37.69214,-13.136636,vehicle,10
000000107630.jpg,-33.609837,-22.042171,airplane,10
000000107787.jpg,1.6241122,-10.92333,vehicle,10
000000107838.jpg,-39.98064,-46.66266,airplane,10
000000108156.jpg,57.212914,7.0020766,vehicle,10
000000108315.jpg,54.02646,20.318613,cat,10
000000108668.jpg,47.679535,31.23847,dog,10
000000109012.jpg,-24.559416,-34.524406,vehicle,10
000000109106.jpg,39.468502,-1.0688857,cat,10
000000109629.jpg,-18.739733,1.2405919,cat,10
000000110187.jpg,7.6009097,9.840788,vehicle,10
000000111235.jpg,15.385006,-17.649221,vehicle,10
000000111768.jpg,21.708158,-21.601507,vehicle,10
000000111789.jpg,-0.29072863,12.0214615,vehicle,10
000000111820.jpg,22.386051,29.368874,cat,10
000000111830.jpg,-12.307949,-4.156014,airplane,10
000000111969.jpg,-20.212383,-0.7722718,airplane,10
000000112122.jpg,-27.225407,29.748947,vehicle,10
000000112182.jpg,9.75581,-1.2240852,vehicle,10
000000112739.jpg,-31.445278,-37.58111,vehicle,10
000000112770.jpg,-1.5567135,10.867541,cat,10
000000112800.jpg,-15.7626505,-8.034225,airplane,10
000000112938.jpg,37.120068,23.18048,vehicle,10
000000112951.jpg,23.82375,3.6515357,cat,10
000000113593.jpg,0.12198433,20.632963,cat,10
000000113707.jpg,32.11922,20.662142,dog,10
000000113979.jpg,38.506794,15.223899,vehicle,10
000000114288.jpg,8.081696,-22.238651,vehicle,10
000000114310.jpg,46.55927,14.136335,vehicle,10
000000114459.jpg,-21.358831,11.594416,vehicle,10
000000114673.jpg,20.842113,31.483156,vehicle,10
000000115169.jpg,1.5584711,-13.229447,vehicle,10
000000115536.jpg,-50.223972,-23.51029,airplane,10
000000115571.jpg,-14.947681,-47.489586,vehicle,10
000000115638.jpg,-30.903769,-41.29366,airplane,10
000000115912.jpg,-58.471653,-12.061275,dog,10
000000115954.jpg,-37.515793,-42.14431,vehicle,10
000000115967.jpg,5.0233197,12.439039,vehicle,10
000000116004.jpg,0.21166672,-21.01726,vehicle,10
000000116650.jpg,-12.4712305,-38.97125,vehicle,10
000000116694.jpg,-19.406324,-30.892794,vehicle,10
000000116941.jpg,-51.140297,-25.06506,airplane,10
000000117037.jpg,5.632637,31.668913,vehicle,10
000000117071.jpg,14.834144,-38.392395,vehicle,10
000000117108.jpg,-23.126211,-10.12873,cat,10
000000117639.jpg,-9.794947,-8.258863,vehicle,10
000000117796.jpg,15.861081,-3.6663485,vehicle,10
000000117884.jpg,1.4625788,40.447018,dog,10
000000117993.jpg,11.753171,-37.751034,vehicle,10
000000118086.jpg,-12.748018,24.710844,cat,10
000000118089.jpg,16.985157,6.8549337,cat,10
000000118404.jpg,-45.334312,-24.65889,vehicle,10
000000118680.jpg,45.696194,19.50749,cat,10
000000118778.jpg,13.174785,-7.313139,vehicle,10
000000118787.jpg,48.652138,14.5337105,vehicle,10
000000119006.jpg,-32.772076,-46.34881,airplane,10
000000119171.jpg,47.074974,28.28138,dog,10
000000119232.jpg,-63.206688,-6.95012,airplane,10
000000119581.jpg,44.87194,30.648018,dog,10
000000120129.jpg,40.073708,26.820229,cat,10
000000120592.jpg,-5.1464105,13.653878,airplane,10
000000120682.jpg,47.68944,17.122686,vehicle,10
000000121143.jpg,-26.607216,1.2718401,vehicle,10
000000121229.jpg,18.212582,29.823252,cat,10
000000121690.jpg,-48.666122,-8.21558,airplane,10
000000122196.jpg,-10.820698,21.614868,cat,10
000000122314.jpg,-15.316456,-33.47702,vehicle,10
000000122908.jpg,-53.90143,14.787356,airplane,10
000000123041.jpg,-2.4308667,31.895805,vehicle,10
000000123765.jpg,-2.679737,9.50025,cat,10
000000123770.jpg,-20.593464,-20.015072,vehicle,10
000000123835.jpg,-36.3254,-34.4818,airplane,10
000000123862.jpg,-16.681158,35.389565,vehicle,10
000000123867.jpg,19.232998,-13.557,dog,10
000000124152.jpg,3.8552532,-22.974495,vehicle,10
000000124739.jpg,3.250988,34.02138,vehicle,10
000000125266.jpg,-4.1916714,-8.320549,vehicle,10
000000125394.jpg,-47.542374,20.180237,airplane,10
000000125690.jpg,7.1163063,-29.826736,dog,10
000000125720.jpg,3.5318294,-0.40151376,vehicle,10
000000125848.jpg,4.861034,-15.318881,vehicle,10
000000126282.jpg,-55.7854,2.2931852,airplane,10
000000126324.jpg,-0.31716678,13.438384,cat,10
000000126608.jpg,-10.83037,-18.619566,vehicle,10
000000126979.jpg,-24.530373,-3.9198306,airplane,10
000000127424.jpg,-18.619148,-10.397347,airplane,10
000000127477.jpg,41.395042,1.8425823,cat,10
000000127643.jpg,13.189379,9.288795,dog,10
000000127997.jpg,-31.075167,0.5212585,vehicle,10
000000128012.jpg,-6.333954,-21.61478,airplane,10
000000128215.jpg,-3.1126137,33.50234,vehicle,10
000000128429.jpg,24.386728,19.65136,cat,10
000000128503.jpg,54.69641,33.353603,vehicle,10
000000128679.jpg,7.7727385,-7.954059,cat,10
000000129032.jpg,-34.272987,-6.1161246,airplane,10
000000129445.jpg,24.88124,3.7089965,cat,10
000000129737.jpg,-5.687481,5.253007,dog,10
